legacy_url,new_url,status,notes
https://ezraidereu.com/budapest/,https://voy-pro.com/budapest/,301,English Budapest home
https://www.ezraidereu.com/budapest/,https://voy-pro.com/budapest/,301,www legacy variant
https://ezraidereu.com/budapest/%D7%91%D7%99%D7%AA/,https://voy-pro.com/he/budapest/,301,Hebrew legacy home
https://ezraidereu.com/budapest/בית/,https://voy-pro.com/he/budapest/,301,Hebrew decoded legacy home
https://ezraidereu.com/budapest/fooldal/,https://voy-pro.com/hu/budapest/,301,Hungarian legacy home
https://ezraidereu.com/budapest/ezraider-budapest-tours/,https://voy-pro.com/budapest/unique-things-to-do/,301,Indexed EZRaider Budapest article
https://ezraidereu.com/budapest/hotel-recommendations-by-voypro-budapest/,https://voy-pro.com/budapest/where-to-stay/,301,Indexed accommodation guide
